Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Mexico,MEX,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.75999999,,,3.046999931,3.095999956,3.213999987,4.248000145,6.888000011,5.25,4.054999828,3.572999954,2.487999916,2.562999964,2.538000107,3.002599955,3.455300093,3.936500072,3.557899952,3.565999985,3.627599955,3.87409997,5.356400013,5.303299904,5.169799805,4.887000084,4.913899899,4.809400082,4.312699795,3.858999968,3.41960001,3.282900095,3.482800007
Marshall Islands,MHL,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,9.729999542,,,,,,,,12.47000027,,,,,,,,,,,,,,,,,25.37000084,,,,,,4.739999771,,,,,,,,
Middle income,MIC,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.852327699,,,,,,4.942751259,,,,,5.290953421,,,,5.693769173,4.579902389,5.258503598,4.755612411,5.048284279,5.066972055,,,,5.267588593,
North Macedonia,MKD,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,22,20.89999962,21.10000038,21.60000038,21.70000076,21.5,21.39999962,22.60000038,23.60000038,24.5,26.29999924,27.70000076,30,35.59999847,38.79999924,36,34.5,32.40000153,32.20000076,30.52000046,31.94000053,36.68999863,37.16130066,37.24990082,36.02539825,34.93450165,33.76129913,32.1794014,32.0196991,31.37750053,31.01639938,28.99609947,28.03030014,26.06839943,23.72439957,22.38120079,20.73559952,
Mali,MLI,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.299999952,,,,,,,8.75,,,11.71000004,,,8.069999695,6.900000095,,6.350900173,6.375500202,7.729199886,1.366999984,7.414400101,1.619899988,
Malta,MLT,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,8.5,,8.100000381,6.800000191,4.400000095,4,3.700000048,3.900000095,3.599999905,4,4.5,4.099999905,3.700000048,4.400000095,5,5.099999905,5.300000191,6.323500156,7.107299805,6.902100086,7.487699986,7.316599846,6.923299789,6.798299789,6.472300053,5.97660017,6.888800144,6.847400188,6.378099918,6.196100235,6.10559988,5.724699974,5.379000187,4.687099934,4.00150013,3.658200026,
Myanmar,MMR,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,0.765900016,,1.556100011,0.86589998,
Middle East & North Africa (excluding high income),MNA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.44955842,,,,,,,,,,,13.70233424,,11.91406146,12.47437175,11.1622543,10.47023704,10.41283369,10.5054597,11.07771197,11.74179994,11.97915663,11.54700664,11.52226316,11.94596583,11.94425626,12.63942785,,
Montenegro,MNE,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.30999947,,19.39999962,17.14999962,19.09000015,19.64870071,19.67079926,19.97450066,19.49550056,17.99650002,17.54380035,17.72330093,16.07110023,15.17490005,
Mongolia,MNG,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,,,,,,,6.199999809,6.800000191,,,,7.199999809,5.564799786,5.859899998,6.549399853,4.769299984,3.904900074,4.231200218,4.798099995,4.86070013,7.235099792,6.359399796,5.376599789,
Northern Mariana Islands,MNP,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,11.75,,,,,,,,,,,,,,,,3.829999924,,,4.570000172,,8.220000267,,,,,11.17000008,,,,,,,,,
Mozambique,MOZ,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.700000048,,,,,,,,,,,,,,,,,,3.426399946,,,,
Mauritania,MRT,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,14.14000034,,,,,,,,,,,25.79999924,,,,,,,,,,,,,,,,,,,,,,,,9.864500046,,,,,10.33590031,,
Mauritius,MUS,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.590000153,,,,,,9.139499664,8.204600334,5.903800011,8.337400436,9.523799896,9.040200233,8.475299835,7.169700146,7.257100105,7.653900146,7.447199821,7.472300053,7.322299957,7.467299938,7.409599781,6.813499928,6.752200127,6.426499844,
Malawi,MWI,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,5.400000095,,,,,,,,,,,,,,,,,,,,,,0.941500008,,,,,,,,5.946499825,,,,28.66650009,,
Malaysia,MYS,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,3.400000095,3.799999952,5.840000153,6.920000076,8.289999962,7.329999924,7.260000229,5.730000019,4.5,,3.710000038,4.110000134,,3.150000095,2.519999981,2.450000048,3.200000048,3.430000067,3,3.529999971,3.480000019,3.609999895,3.539999962,3.529999971,3.309999943,3.230000019,3.319999933,3.660000086,3.390000105,3.089999914,3.099999905,3.160000086,2.880000114,3.099999905,3.440000057,3.410000086,3.299999952,
North America,NAC,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.860272653,7.161274172,7.873672633,7.35058366,6.545279636,6.030580456,5.862186216,5.403989346,4.88265946,4.552359214,4.273892778,4.980674835,5.97585557,6.153825347,5.701941167,5.258057112,4.799920479,4.771044207,5.821535383,9.15733462,9.463626976,8.793477686,7.985249663,7.341974481,6.249047901,5.457552808,5.10136603,4.572171495,4.107470728,3.887956102
Namibia,NAM,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.13999939,,,19.39999962,,,24.45000076,,,20.29999924,,,,22.09000015,,,,,,22.10000038,,16.77079964,19.02809906,18.52070045,,23.35180092,,19.87700081,
New Caledonia,NCL,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.63999939,,,,,,,,16.30999947,,,,,13.97000027,,,,,14.59000015,,,,,
Niger,NER,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.470000029,,,,3.099999905,,,,,,0.316500008,2.176800013,,0.523899972,,,7.768899918,,
Nigeria,NGA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,3.940000057,,,,,,,,,,,,,,,,,,,,,,,,,3.76970005,,3.703299999,4.562300205,4.31099987,7.059899807,8.388500214,,
Nicaragua,NIC,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,3.200000048,4.699999809,5.800000191,6,8.659999847,,,,,,,,,,,,,,7.599999905,6.409999847,5.369999886,5.309999943,4.889999866,6.199999809,8.159999847,7.829999924,,5.207699776,5.28000021,4.519499779,,,,,
Netherlands,NLD,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,6,,5.880000114,,6.159999847,,7.920000076,,11.85070038,,10.48009968,,9.897199631,9.369199753,8.703499794,7.669799805,7.28429985,5.5552001,6.284999847,7.15929985,7.15749979,6.420800209,5.51060009,4.394000053,3.622499943,2.725399971,2.119299889,2.553999901,3.593400002,4.64620018,5.872499943,5.002399921,4.152699947,3.654200077,4.347000122,4.988999844,4.977300167,5.820899963,7.243000031,7.415800095,6.872000217,6.006299973,4.838600159,3.830499887,
Norway,NOR,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,1.669999957,1.549999952,1.480000019,2.289999962,1.75999999,1.460000038,1.799999952,1.99000001,,,1.700000048,2.039999962,2.900000095,2.319999933,1.789999962,2.029999971,3.019999981,4.829999924,5.261000156,5.407000065,5.909999847,5.965000153,5.348999977,6.307300091,5.03579998,4.686699867,3.736900091,3.246599913,3.457900047,3.738300085,4.021900177,4.220600128,4.256299973,4.380700111,3.398600101,2.493400097,2.549900055,3.102900028,3.521399975,3.214900017,3.122800112,3.423099995,3.483799934,4.295899868,4.678899765,4.162099838,3.799700022,
Nepal,NPL,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,,,1.850000024,,,,,,,,,1.327900052,,,,,,,3.880000114,,11.35540009,,
Nauru,NRU,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.76000023,,,,,,,,,22.95999908,,13.2816,,,,,,
New Zealand,NZL,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,4.185800076,4.213600159,5.770400047,7.3052001,7.981999874,10.61400032,10.66699982,9.803999901,8.354000092,6.460999966,6.289999962,6.856999874,7.717999935,7.022999763,6.130000114,5.433000088,5.282000065,4.750800133,4.005000114,3.806999922,3.857000113,3.661000013,4.166999817,6.120999813,6.55700016,6.491000175,6.931000233,6.264999866,5.751999855,5.359600067,5.099999905,4.702000141,4.300899982,
OECD members,OED,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.943449478,6.435842048,7.191187111,7.686298073,7.784700224,7.520868789,7.39383746,7.084889892,6.955245558,6.749629986,6.324338763,6.342624572,6.893418071,7.061110102,6.96482258,6.657283388,6.086968529,5.632018438,5.961338913,8.143834285,8.336681731,7.951136895,7.939767649,7.881977045,7.360405862,6.770331952,6.32441525,5.763568263,5.293250812,
Oman,OMN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.141776562,,,,,,,,3.269999981,,1.799999952,
Other small states,OSS,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pakistan,PAK,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,2.089999914,2.150000095,2,1.669999957,1.700000048,1.899999976,1.899999976,4.179999828,4.119999886,4.010000229,3.819999933,3.819999933,4.300000191,4.159999847,3.970000029,3.970000029,3.049999952,2.160000086,2.029999971,1.970000029,5.849999905,5.179999828,4.28000021,4.260000229,5.03000021,4.789999962,5.809999943,5.699999809,5.349999905,7.159999847,6.880000114,7.829999924,7.489999771,7.400000095,7.050000191,0.582099974,0.397700012,0.423099995,0.535000026,0.652899981,0.796000004,,2.953700066,1.826799989,3.565900087,,,4.083199978,
Panama,PAN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,7.099999905,7.599999905,6.789999962,6.989999771,5.800000191,6.409999847,6.670000076,8.729999542,8.06000042,8.779999733,,,8.409999847,9.710000038,10.07999992,12.34000015,10.52999973,11.84000015,16.32999992,16.30999947,11.60000038,16.12000084,14.67000008,13.26000023,14,14.01000023,14.31999969,13.36999989,14.02000046,11.75,13.52999973,14.71000004,14.10999966,13.61999989,12.43999958,10.32999992,9.109999657,6.78000021,,6.559999943,3.713000059,2.311199903,2.390599966,2.300499916,2.722800016,3.00180006,3.314599991,3.899800062,3.894099951,
Peru,PER,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,5.900000095,4.840000153,4.570000172,4.400000095,4.230000019,4,4.920000076,5.199999809,5.820000172,6.5,7.119999886,6.96999979,6.769999981,6.980000019,9.199999809,10.5,11.78999996,5.320000172,3.630000114,,7.920000076,8.600000381,5.800000191,9.399999619,9.869999886,,,7.070000172,7.690000057,7.75,7.989999771,7.800000191,7.880000114,5.799200058,4.78760004,4.900800228,4.860499859,4.259500027,4.188199997,4.05670023,3.90019989,3.478399992,3.442500114,3.109499931,3.236900091,2.962500095,3.000200033,3.53489995,3.459899902,6.431900024,
Philippines,PHL,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,6.699999809,,5.28000021,5.360000134,4.769999981,3.210000038,3.829999924,4.800000191,4.46999979,4,3.5,4.75,5.360000134,5.5,4.889999866,7.03000021,6.070000172,6.429999828,9.100000381,8.340000153,8.420000076,8.130000114,10.59850025,9.866100311,9.288900375,9.483300209,9.526100159,8.563799858,8.777199745,10.25399971,9.808699608,11.18929958,3.698199987,11.51000023,3.527299881,3.553499937,3.795200109,4.052299976,3.434200048,3.719899893,3.858099937,3.605099916,3.592200041,3.504199982,3.49729991,3.599900007,3.067899942,2.707799911,2.551800013,2.338399887,
Palau,PLW,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.760000229,,,,,7.03000021,,,,,3.300100088,,,,,4.179999828,,,,,,,,,1.356899977,,,,,
Papua New Guinea,PNG,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.699999809,,,,,,,,,,2.920000076,,,,,,,,,,2.001699924,2.619999886,,,,,,,,
Poland,POL,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.31900024,13.99800014,14.44400024,13.3380003,12.35400009,10.96440029,9.935400009,12.28979969,16.31310081,18.37339973,19.89489937,19.3696003,19.07279968,17.7458992,13.84049988,9.601699829,7.117599964,8.166799545,9.637200356,9.631699562,10.08769989,10.32590008,8.989800453,7.500999928,6.16079998,4.88740015,3.845499992,
Pre-demographic dividend,PRE,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puerto Rico,PRI,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,11.52000046,11.82999992,11.60999966,13.13000011,,19.64999962,19.04000092,16.72999954,14.52999973,17.10000038,17.82999992,19.90999985,22.23999977,20,20.67000008,19.53000069,17.01000023,15.01000023,14.60000038,14.52000046,16.18000031,16.93000031,16.90999985,14.60000038,13.93000031,13.64000034,13.80000019,13.46000004,11.81000042,10.07999992,11.39999962,11.93999958,11.77999973,10.31000042,11.35000038,11.01000023,10.93000031,11.47999954,15,16.10000038,15.69999981,14.5,14.30000019,13.89999962,12,11.80000019,10.80000019,9.199999809,8.270799637
"Korea, Dem. People’s Rep.",PRK,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,1.769999981,4.5,6.400000095,,7.889999866,7.940000057,,,,7.300000191,,8.180000305,8.698200226,7.376699924,6.010499954,5.130099773,4.64440012,3.919100046,3.984600067,5.300300121,6.713099957,7.063700199,7.297699928,6.571199894,4.652400017,4.578000069,3.809400082,3.828399897,4.496600151,6.131599903,6.316599846,7.581699848,7.647399902,7.963699818,7.551700115,9.431900024,10.76990032,12.67720032,15.52680016,16.1833992,13.89410019,12.44439983,11.06620026,8.866999626,6.993400097,
Paraguay,PRY,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,5.690000057,4.110000134,,5.610000134,8.25,7.329999924,5.130000114,6.099999905,5.510000229,4.71999979,5.619999886,5.800000191,5.099999905,4.980000019,5.059999943,4.409999847,3.400000095,8.149999619,5.360000134,,9.399999619,7.610000134,,9.392999649,6.813899994,6.513199806,4.824699879,5.276500225,4.713300228,4.415200233,5.460199833,4.569099903,4.669499874,4.085499763,4.384699821,5.033800125,4.555799961,5.254600048,4.614600182,6.217299938,
West Bank and Gaza,PSE,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.62510014,21.49270058,27.46489906,23.00419998,23.21489906,20.01569939,19.01409912,18.28190041,22.91309929,20.45179939,21.41600037,17.59729958,19.20219994,19.89410019,20.5265007,23.00489998,23.93930054,25.6765995,26.2560997,
Pacific island small states,PSS,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.759284785,,,,,,,,,,
Post-demographic dividend,PST,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.734344803,6.542363596,7.116087173,7.633007546,7.63947812,7.181709693,7.316701067,7.175073296,7.221956272,6.956352423,6.389862884,6.234897938,6.638622703,6.73301181,6.528663283,6.22406845,5.87007264,5.469391795,5.813416798,8.023776262,8.324212104,7.960613656,8.013437438,7.927884421,7.408247587,6.820858916,6.44256851,5.867784687,5.344575503,
French Polynesia,PYF,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.699999809,,,,,,,,,,,,,,11.71000004,,,,,11.73999977,,,,,,,,,,,,
Qatar,QAT,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.480000019,,0.870000005,0.519999981,0.310000002,0.310000002,0.449999988,0.560000002,0.479999989,0.280000001,0.200000003,0.170000002,0.150000006,0.140000001,0.109999999,
Romania,ROU,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.260000229,,8.170000076,8.010000229,6.739999771,5.514200211,5.629199982,6.236999989,6.966700077,6.557899952,8.109999657,6.94990015,7.719099998,7.174399853,7.269499779,6.413099766,5.787499905,6.85890007,6.959199905,7.177400112,6.793700218,7.096000195,6.802100182,6.811800003,5.901400089,4.92689991,4.186900139,
Russian Federation,RUS,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.181000233,5.882999897,8.130999565,9.449000359,9.664999962,11.81299973,13.26099968,13.03600025,10.58100033,8.977999687,7.875,8.210000038,7.763000011,7.124000072,7.054999828,6.001999855,6.204999924,8.300999641,7.368800163,6.53550005,5.436299801,5.457699776,5.160099983,5.570899963,5.55880022,5.212299824,4.845900059,
Rwanda,RWA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.800000012,,0.300000012,,,,,0.560000002,,,,,,0.889999986,,,,,,,,,,,,1.16929996,,,17.35740089,15.11330032,
South Asia,SAS,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.537266945,,,,,,3.239466023,,,,,3.078605119,,,,,2.392050179,,2.69323549,,,,,,5.169248193,
Saudi Arabia,SAU,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.199999809,,,,,,,4.349999905,4.570000172,4.619999886,5.269999981,5.559999943,5.820000172,6.050000191,6.25,5.730000019,5.079999924,5.380000114,5.550000191,5.769999981,5.519999981,5.570000172,5.71999979,5.590000153,5.650000095,5.889999866,6.039999962,
Sudan,SDN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,19.39999962,,,,,13.19999981,,12.10000038,13.10999966,,,,,,,,,,,,,,,,,,,,,,14.80000019,13,,17.43980026,,,,,,,,
Senegal,SEN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.650000095,,,,10.02999973,,,,,10.35999966,,,,6.757400036,,,,
